"ID";"Name";"Longitude_WGS84";"Latitude_WGS84";"Street";"AdmArea";"District";"RouteNumbers";"StationName";"Direction";"Pavilion";"OperatingOrgName";"EntryState";"global_id";"geodata_center";"geoarea";
"14886";"«Метро Марксистская», Марксистская улица (14886)";"37.65630191";"55.74108407";"Марксистская улица";"Центральный административный округ";"Таганский район";"АН5; АТ27";"Метро Марксистская";"";"да";"ГУП «Мосгортранс»";"активна";"1007241275";"{""coordinates"":[37.65630191,55.74108407],""type"":""Point""}";"";
"1000302";"«С. Рождествено», Муравская улица (1000302)";"37.3649405";"55.86377843";"Муравская улица";"Северо-Западный административный округ";"район Митино";"А846";"С. Рождествено";"";"да";"ГУП «Мосгортранс»";"активна";"1007241279";"{""coordinates"":[37.3649405,55.86377843],""type"":""Point""}";"";
"1001630";"«Санаторий Заречье», Сколковское шоссе (1001630)";"37.3851270976658";"55.694325240412816";"Сколковское шоссе";"Западный административный округ";"Можайский район";"А867; А1147";"Санаторий Заречье";"";"нет";"";"активна";"1007241287";"{""coordinates"":[37.3851270976658,55.6943252404128],""type"":""Point""}";"";
"1001631";"«Санаторий Заречье», Сколковское шоссе (1001631)";"37.384319413446676";"55.69414408726294";"Сколковское шоссе";"Западный административный округ";"Можайский район";"А867; А1147";"Санаторий Заречье";"";"нет";"";"активна";"1007241288";"{""coordinates"":[37.3843194134467,55.6941440872629],""type"":""Point""}";"";
"1001640";"«МШУ Сколково», Сколковское шоссе (1001640)";"37.39087616727061";"55.69717173498028";"Сколковское шоссе";"Западный административный округ";"Можайский район";"А867; А1147";"МШУ Сколково";"";"да";"ГУП «Мосгортранс»";"активна";"1007241289";"{""coordinates"":[37.3908761672706,55.6971717349803],""type"":""Point""}";"";
"1001641";"«МШУ Сколково», Сколковское шоссе (1001641)";"37.38958716777196";"55.696759291147295";"Сколковское шоссе";"Западный административный округ";"Можайский район";"А867; А1147";"МШУ Сколково";"";"да";"ГУП «Мосгортранс»";"активна";"1007241290";"{""coordinates"":[37.389587167772,55.6967592911473],""type"":""Point""}";"";
"1003154";"«Столбово», Солнцево - Бутово - Варшавское шоссе (1003154)";"37.47205052";"55.55872585";"проезд без названия";"Новомосковский административный округ";"поселение Сосенское";"А521; А422";"Столбово";"";"да";"ГУП «Мосгортранс»";"активна";"1007241295";"{""coordinates"":[37.47205052,55.55872585],""type"":""Point""}";"";
"1003200";"«Талдомская ул., 2», Талдомская улица (1003200)";"37.51843615";"55.86936283";"Талдомская улица";"Северный административный округ";"район Западное Дегунино";"А748; А215К; А154; А215";"Талдомская ул., 2";"";"да";"ГУП «Мосгортранс»";"активна";"1007241296";"{""coordinates"":[37.51843615,55.86936283],""type"":""Point""}";"";
"6551";"«Пр. пр. № 1481», Проектируемый проезд № 1481 (6551)";"37.68855382";"55.65164643";"проезд без названия";"Юго-Восточный административный округ";"район Печатники";"А35; А292; А736; А161; А703";"Пр. пр. № 1481";"";"нет";"";"активна";"1007241726";"{""coordinates"":[37.68855382,55.65164643],""type"":""Point""}";"";
"6552";"«Курьяновский терминал», Проектируемый проезд № 1481 (6552)";"37.68357657";"55.65088368";"проезд без названия";"Юго-Восточный административный округ";"район Печатники";"А35; А292; А736; А161; А703";"Курьяновский терминал";"";"да";"ГУП «Мосгортранс»";"активна";"1007241727";"{""coordinates"":[37.68357657,55.65088368],""type"":""Point""}";"";
"6553";"«Пр. пр. № 1481», Проектируемый проезд № 1481 (6553)";"37.68987312";"55.65209353";"проезд без названия";"Юго-Восточный административный округ";"район Печатники";"А35; А292; А736; А161; А703";"Пр. пр. № 1481";"";"нет";"";"активна";"1007241728";"{""coordinates"":[37.68987312,55.65209353],""type"":""Point""}";"";
"10517";"«Беловежская улица», 54-й километр Московской Кольцевой Автодороги (10517)";"37.39240935";"55.70716646";"54-й километр Московской Кольцевой Автодороги";"Западный административный округ";"Можайский район";"А1056; А461; А816";"Беловежская улица";"";"да";"ГУП «Мосгортранс»";"активна";"1007241729";"{""coordinates"":[37.39240935,55.70716646],""type"":""Point""}";"";
"10518";"«Беловежская ул.», 54-й километр Московской Кольцевой Автодороги (10518)";"37.39230767";"55.70633727";"54-й километр Московской Кольцевой Автодороги";"Западный административный округ";"Можайский район";"А1056; А461; А816";"Беловежская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"1007241730";"{""coordinates"":[37.39230767,55.70633727],""type"":""Point""}";"";
"10519";"«Барвихинская ул.», 55-й километр Московской Кольцевой Автодороги (10519)";"37.38424398";"55.71791464";"55-й километр Московской Кольцевой Автодороги";"Западный административный округ";"Можайский район";"А816";"Барвихинская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"1007241731";"{""coordinates"":[37.38424398,55.71791464],""type"":""Point""}";"";
"10520";"«Барвихинская ул.», 55-й километр Московской Кольцевой Автодороги (10520)";"37.38319948";"55.71765034";"55-й километр Московской Кольцевой Автодороги";"Западный административный округ";"Можайский район";"А816";"Барвихинская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"1007241732";"{""coordinates"":[37.38319948,55.71765034],""type"":""Point""}";"";
"13190";"«Посёлок Мещерский», 49-й километр Московской Кольцевой Автодороги (13190)";"37.42321837";"55.67485435";"49-й километр Московской Кольцевой Автодороги";"Западный административный округ";"район Очаково-Матвеевское";"А816; А1147";"Посёлок Мещерский";"";"да";"ГУП «Мосгортранс»";"активна";"1007241733";"{""coordinates"":[37.42321837,55.67485435],""type"":""Point""}";"";
"13191";"«Пос. Мещерский», 49-й километр Московской Кольцевой Автодороги (13191)";"37.42240089";"55.67459704";"49-й километр Московской Кольцевой Автодороги";"Западный административный округ";"район Солнцево";"А816; А1147";"Пос. Мещерский";"";"да";"ГУП «Мосгортранс»";"активна";"1007241734";"{""coordinates"":[37.42240089,55.67459704],""type"":""Point""}";"";
"15910";"«58-й километр МКАД», 59-й километр Московской Кольцевой Автодороги (15910)";"37.36848509";"55.75359317";"59-й километр Московской Кольцевой Автодороги";"Западный административный округ";"район Кунцево";"А816";"58-й километр МКАД";"";"да";"ГУП «Мосгортранс»";"активна";"1007241735";"{""coordinates"":[37.36848509,55.75359317],""type"":""Point""}";"";
"1000540";"«56-й километр МКАД», 56-й километр Московской Кольцевой Автодороги (1000540)";"37.38000109";"55.72616016";"56-й километр Московской Кольцевой Автодороги";"Западный административный округ";"Можайский район";"А816";"56-й километр МКАД";"";"да";"ГУП «Мосгортранс»";"активна";"1007241736";"{""coordinates"":[37.38000109,55.72616016],""type"":""Point""}";"";
"1000541";"«56-й километр МКАД», 56-й километр Московской Кольцевой Автодороги (1000541)";"37.37904042";"55.72602362";"56-й километр Московской Кольцевой Автодороги";"Западный административный округ";"Можайский район";"А816";"56-й километр МКАД";"";"да";"ГУП «Мосгортранс»";"активна";"1007241738";"{""coordinates"":[37.37904042,55.72602362],""type"":""Point""}";"";
"693";"«Соболевский пр.», Соболевский проезд (693)";"37.52837522";"55.8381651";"Соболевский проезд";"Северный административный округ";"район Коптево";"Тм27; АО27; Тм23; Тм30";"Соболевский пр.";"";"да";"ГУП «Мосгортранс»";"активна";"1010406400";"{""coordinates"":[37.52837522,55.8381651],""type"":""Point""}";"";
"694";"«3-й Михалковский пер.», Соболевский проезд (694)";"37.52572588";"55.83634813";"Соболевский проезд";"Северный административный округ";"район Коптево";"Тм27; АО27; Тм23; Тм30";"3-й Михалковский пер.";"";"да";"ГУП «Мосгортранс»";"активна";"1010406401";"{""coordinates"":[37.52572588,55.83634813],""type"":""Point""}";"";
"695";"«Коптевский рынок», Соболевский проезд (695)";"37.52278532";"55.83308594";"Соболевский проезд";"Северный административный округ";"район Коптево";"Тм27; АО27; Тм23; Тм30";"Коптевский рынок";"";"да";"ГУП «Мосгортранс»";"активна";"1010406402";"{""coordinates"":[37.52278532,55.83308594],""type"":""Point""}";"";
"696";"«Коптевская ул.», Соболевский проезд (696)";"37.52007719";"55.83078616";"Соболевский проезд";"Северный административный округ";"район Коптево";"Тм27; АО27; Тм23; Тм30";"Коптевская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"1010406403";"{""coordinates"":[37.52007719,55.83078616],""type"":""Point""}";"";
"697";"«Коптево», Соболевский проезд (697)";"37.51735689";"55.8269118";"Соболевский проезд";"Северный административный округ";"район Коптево";"Тм27; АО27; Тм23; Тм30";"Коптево";"";"да";"ГУП «Мосгортранс»";"активна";"1010406404";"{""coordinates"":[37.51735689,55.8269118],""type"":""Point""}";"";
"703";"«Районный центр Рассвет», улица Зои и Александра Космодемьянских (703)";"37.51745082";"55.8226411";"улица Зои и Александра Космодемьянских";"Северный административный округ";"Войковский район";"Тм27; АО27; Тм23; Тм30";"Районный центр Рассвет";"";"да";"ГУП «Мосгортранс»";"активна";"1010406408";"{""coordinates"":[37.51745082,55.8226411],""type"":""Point""}";"";
"704";"«Новопетровская ул.», улица Клары Цеткин (704)";"37.51604638";"55.8252374";"улица Клары Цеткин";"Северный административный округ";"Войковский район";"Тм27; Тм23; Тм30";"Новопетровская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"1010406409";"{""coordinates"":[37.51604638,55.8252374],""type"":""Point""}";"";
"705";"«Коптево», Соболевский проезд (705)";"37.51775934";"55.82688695";"Соболевский проезд";"Северный административный округ";"район Коптево";"Тм27; АО27; Тм23; Тм30";"Коптево";"";"да";"ГУП «Мосгортранс»";"активна";"1010406410";"{""coordinates"":[37.51775934,55.82688695],""type"":""Point""}";"";
"706";"«Коптевская ул.», Соболевский проезд (706)";"37.51999624";"55.83041065";"Соболевский проезд";"Северный административный округ";"район Коптево";"Тм27; АО27; Тм23; Тм30";"Коптевская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"1010406411";"{""coordinates"":[37.51999624,55.83041065],""type"":""Point""}";"";
"707";"«Коптевский рынок», Соболевский проезд (707)";"37.5230682";"55.83313165";"Соболевский проезд";"Северный административный округ";"район Коптево";"Тм27; АО27; Тм23; Тм30";"Коптевский рынок";"";"да";"ГУП «Мосгортранс»";"активна";"1010406412";"{""coordinates"":[37.5230682,55.83313165],""type"":""Point""}";"";
"708";"«3-й Михалковский пер.», Соболевский проезд (708)";"37.52569924";"55.83574296";"Соболевский проезд";"Северный административный округ";"район Коптево";"Тм27; АО27; Тм23; Тм30";"3-й Михалковский пер.";"";"да";"ГУП «Мосгортранс»";"активна";"1010406414";"{""coordinates"":[37.52569924,55.83574296],""type"":""Point""}";"";
"709";"«Соболевский пр.», Соболевский проезд (709)";"37.52880213";"55.83836313";"Соболевский проезд";"Северный административный округ";"район Коптево";"Тм27; АО27; Тм23; Тм30";"Соболевский пр.";"";"да";"ГУП «Мосгортранс»";"активна";"1010406415";"{""coordinates"":[37.52880213,55.83836313],""type"":""Point""}";"";
"728";"«Михалково (пос.)», Коптевская улица (728)";"37.52304154";"55.83913299";"Коптевская улица";"Северный административный округ";"район Коптево";"Тм30; Тм23; Тм29";"Михалково (пос.)";"";"да";"ГУП «Мосгортранс»";"активна";"1010406424";"{""coordinates"":[37.52304154,55.83913299],""type"":""Point""}";"";
"729";"«Пр. Черепановых», Коптевская улица (729)";"37.5246266";"55.83980728";"Коптевская улица";"Северный административный округ";"район Коптево";"Тм30; Тм23; Тм29";"Пр. Черепановых";"";"нет";"";"активна";"1010406425";"{""coordinates"":[37.5246266,55.83980728],""type"":""Point""}";"";
"820";"«Пр. Черепановых», Коптевская улица (820)";"37.52450337";"55.83990871";"Коптевская улица";"Северный административный округ";"район Коптево";"Тм30; Тм23; Тм29";"Пр. Черепановых";"";"нет";"";"активна";"1010406427";"{""coordinates"":[37.52450337,55.83990871],""type"":""Point""}";"";
"821";"«Михалково (выс.)», Коптевская улица (821)";"37.5218774033";"55.8391592122";"Коптевская улица";"Северный административный округ";"район Коптево";"Тм30; Тм23; Тм29";"Михалково (выс.)";"";"нет";"";"активна";"1010406429";"{""coordinates"":[37.5218774033,55.8391592122],""type"":""Point""}";"";
"1001352";"«Ул. Адм. Макарова, 17», улица Адмирала Макарова (1001352)";"37.49379253";"55.83056699";"улица Адмирала Макарова";"Северный административный округ";"Войковский район";"А570";"Ул. Адм. Макарова, 17";"";"да";"ГУП «Мосгортранс»";"активна";"1010406433";"{""coordinates"":[37.49379253,55.83056699],""type"":""Point""}";"";
"1007272";"«Радужная ул., 10», Радужная улица (1007272)";"37.37181911";"55.59157826";"Радужная улица";"Новомосковский административный округ";"поселение Московский";"А878; А879; А881";"Радужная ул., 10";"";"нет";"";"активна";"1010406434";"{""coordinates"":[37.37181911,55.59157826],""type"":""Point""}";"";
"1007273";"«Радужная ул., 2», Радужная улица (1007273)";"37.36798033";"55.5937172";"Радужная улица";"Новомосковский административный округ";"поселение Московский";"А878; А879; А881";"Радужная ул., 2";"";"да";"ГУП «Мосгортранс»";"активна";"1010406435";"{""coordinates"":[37.36798033,55.5937172],""type"":""Point""}";"";
"1007274";"«Град Московский», Солнечная улица (1007274)";"37.371334";"55.58803105";"Солнечная улица";"Новомосковский административный округ";"поселение Московский";"А881";"Град Московский";"";"да";"ГУП «Мосгортранс»";"активна";"1010406436";"{""coordinates"":[37.371334,55.58803105],""type"":""Point""}";"";
"1007275";"«Пенсионный фонд», Солнечная улица (1007275)";"37.36610233";"55.59099837";"Солнечная улица";"Новомосковский административный округ";"поселение Московский";"А881";"Пенсионный фонд";"";"нет";"";"активна";"1010406437";"{""coordinates"":[37.36610233,55.59099837],""type"":""Point""}";"";
"1007328";"«Яузские ворота», Устьинский проезд (1007328)";"37.64197321";"55.74964941";"Устьинский проезд";"Центральный административный округ";"Таганский район";"АН8; АК; А158";"Яузские ворота";"";"да";"ГУП «Мосгортранс»";"активна";"1010406438";"{""coordinates"":[37.64197321,55.74964941],""type"":""Point""}";"";
"1000296";"«Госпитальная пл.», Госпитальная площадь (1000296)";"37.69846117";"55.7667666";"Госпитальная площадь";"Юго-Восточный административный округ";"район Лефортово";"АО32";"Госпитальная пл.";"";"нет";"";"активна";"1010934056";"{""coordinates"":[37.69846117,55.7667666],""type"":""Point""}";"";
"1000562";"«Ухтомская ул.», улица Госпитальный Вал (1000562)";"37.70926483";"55.77319744";"улица Госпитальный Вал";"Центральный административный округ";"Басманный район";"АО32";"Ухтомская ул.";"";"нет";"";"активна";"1010934057";"{""coordinates"":[37.70926483,55.77319744],""type"":""Point""}";"";
"1000563";"«Введенское кладб.», улица Госпитальный Вал (1000563)";"37.70207638";"55.7698228";"улица Госпитальный Вал";"Центральный административный округ";"Басманный район";"АО32";"Введенское кладб.";"";"нет";"";"активна";"1010934058";"{""coordinates"":[37.70207638,55.7698228],""type"":""Point""}";"";
"1001770";"«Введенское кладб.», улица Госпитальный Вал (1001770)";"37.70309394";"55.77015554";"улица Госпитальный Вал";"Юго-Восточный административный округ";"район Лефортово";"АО32";"Введенское кладб.";"";"нет";"";"активна";"1010934063";"{""coordinates"":[37.70309394,55.77015554],""type"":""Point""}";"";
"1001771";"«Ухтомская ул.», улица Госпитальный Вал (1001771)";"37.71082166";"55.77378756";"улица Госпитальный Вал";"Юго-Восточный административный округ";"район Лефортово";"АО32";"Ухтомская ул.";"";"нет";"";"активна";"1010934064";"{""coordinates"":[37.71082166,55.77378756],""type"":""Point""}";"";
"1007269";"«Метро Авиамоторная», Красноказарменная улица (1007269)";"37.71387274";"55.75361509";"Красноказарменная улица";"Юго-Восточный административный округ";"район Лефортово";"АО32; А987";"Метро Авиамоторная";"";"да";"ГУП «Мосгортранс»";"активна";"1010934066";"{""coordinates"":[37.71387274,55.75361509],""type"":""Point""}";"";
"1007270";"«Метро Авиамоторная», Красноказарменная улица (1007270)";"37.71338153";"55.75351643";"Красноказарменная улица";"Юго-Восточный административный округ";"район Лефортово";"АО32";"Метро Авиамоторная";"";"нет";"";"активна";"1010934067";"{""coordinates"":[37.71338153,55.75351643],""type"":""Point""}";"";
"1007271";"«Лефортовский рынок», Авиамоторная улица (1007271)";"37.71630496";"55.75680634";"Авиамоторная улица";"Юго-Восточный административный округ";"район Лефортово";"АО32";"Лефортовский рынок";"";"нет";"";"активна";"1010934068";"{""coordinates"":[37.71630496,55.75680634],""type"":""Point""}";"";
"1008310";"«Красный Маяк», улица Красного Маяка (1008310)";"37.5790694";"55.60572981";"улица Красного Маяка";"Южный административный округ";"район Чертаново Центральное";"А796; А831; А680; А222";"Красный Маяк";"";"нет";"";"активна";"1010934069";"{""coordinates"":[37.5790694,55.60572981],""type"":""Point""}";"";
"1001733";"«Сосенки», Калужское шоссе (1001733)";"37.443049134727225";"55.56017494113825";"Калужское шоссе";"Новомосковский административный округ";"поселение Сосенское";"А503; А398; А433; А991";"Сосенки";"";"нет";"";"активна";"1011437562";"{""coordinates"":[37.4430491347272,55.5601749411382],""type"":""Point""}";"";
"1007323";"«Киевский вокзал», площадь Киевского Вокзала (1007323)";"37.5663499";"55.74373739";"площадь Киевского Вокзала";"Западный административный округ";"район Дорогомилово";"А454; А394; А320; А119; А91К; АМ17; АТ34";"Киевский вокзал";"";"нет";"";"активна";"1011437565";"{""coordinates"":[37.5663499,55.74373739],""type"":""Point""}";"";
"1008544";"«Киевский вокзал», площадь Киевского Вокзала (1008544)";"37.56844168";"55.74391503";"площадь Киевского Вокзала";"Западный административный округ";"район Дорогомилово";"А157; А840; АТ39К";"Киевский вокзал";"";"нет";"";"активна";"1011437566";"{""coordinates"":[37.56844168,55.74391503],""type"":""Point""}";"";
"1008547";"«Ул. Можайский Вал», Большая Дорогомиловская улица (1008547)";"37.55920259";"55.74653816";"Большая Дорогомиловская улица";"Западный административный округ";"район Дорогомилово";"А474; А157; АТ39К; А840; А266; АМ17; АТ34; АТ39; АТ7; АТ7к";"Ул. Можайский Вал";"";"да";"ГУП «Мосгортранс»";"активна";"1011437567";"{""coordinates"":[37.55920259,55.74653816],""type"":""Point""}";"";
"1008549";"«Киевский вокзал», площадь Киевского Вокзала (1008549)";"37.5678482";"55.74367364";"площадь Киевского Вокзала";"Западный административный округ";"район Дорогомилово";"А394; А91К; А791; А205; А320; АМ17; А119; А266; А622";"Киевский вокзал";"";"нет";"";"активна";"1011437570";"{""coordinates"":[37.5678482,55.74367364],""type"":""Point""}";"";
"1008550";"«Киевский вокзал», Большая Дорогомиловская улица (1008550)";"37.5688548";"55.745096";"Большая Дорогомиловская улица";"Западный административный округ";"район Дорогомилово";"АТ39";"Киевский вокзал";"";"да";"ГУП «Мосгортранс»";"активна";"1011437572";"{""coordinates"":[37.5688548,55.745096],""type"":""Point""}";"";
"5229";"«Савёловский вокзал», площадь Савёловского Вокзала (5229)";"37.58854291";"55.79392723";"площадь Савёловского Вокзала";"Северо-Восточный административный округ";"Бутырский район";"А84; АТ79";"Савёловский вокзал";"";"да";"ГУП «Мосгортранс»";"активна";"1011810873";"{""coordinates"":[37.58854291,55.79392723],""type"":""Point""}";"";
"7564";"«Дарвиновский музей», улица Вавилова (7564)";"37.56130669";"55.69130229";"улица Вавилова";"Юго-Западный административный округ";"Академический район";"Тм14; Тм39";"Дарвиновский музей";"";"да";"ГУП «Мосгортранс»";"активна";"1011810874";"{""coordinates"":[37.56130669,55.69130229],""type"":""Point""}";"";
"7566";"«Ул. Ляпунова», улица Вавилова (7566)";"37.57143725";"55.69710177";"улица Вавилова";"Юго-Западный административный округ";"Академический район";"Тм14; Тм39";"Ул. Ляпунова";"";"нет";"";"активна";"1011810875";"{""coordinates"":[37.57143725,55.69710177],""type"":""Point""}";"";
"1008537";"«Савёловский вокзал», площадь Савёловского Вокзала (1008537)";"37.58839077";"55.79384773";"площадь Савёловского Вокзала";"Северо-Восточный административный округ";"Бутырский район";"А382; А82; А727";"Савёловский вокзал";"";"да";"ГУП «Мосгортранс»";"активна";"1011810883";"{""coordinates"":[37.58839077,55.79384773],""type"":""Point""}";"";
"1008538";"«Савёловский вокзал», площадь Савёловского Вокзала (1008538)";"37.58819356";"55.79382987";"площадь Савёловского Вокзала";"Северо-Восточный административный округ";"Бутырский район";"А82; А466; АТ29";"Савёловский вокзал";"";"да";"ГУП «Мосгортранс»";"активна";"1011810884";"{""coordinates"":[37.58819356,55.79382987],""type"":""Point""}";"";
"1008539";"«Савёловский вокзал», площадь Савёловского Вокзала (1008539)";"37.58801631";"55.79380523";"площадь Савёловского Вокзала";"Северо-Восточный административный округ";"Бутырский район";"А72; А84; А384";"Савёловский вокзал";"";"да";"ГУП «Мосгортранс»";"активна";"1011810885";"{""coordinates"":[37.58801631,55.79380523],""type"":""Point""}";"";
"1008540";"«Савёловский вокзал», площадь Савёловского Вокзала (1008540)";"37.58777782";"55.79379563";"площадь Савёловского Вокзала";"Северо-Восточный административный округ";"Бутырский район";"АМ10; А87; АТ78; АТ3; АТ29; АТ47; АТ56";"Савёловский вокзал";"";"да";"ГУП «Мосгортранс»";"активна";"1011810886";"{""coordinates"":[37.58777782,55.79379563],""type"":""Point""}";"";
"1008558";"«Поворот на Пыхчево», Власьевская улица (1008558)";"37.3347058";"55.48418881";"Власьевская улица";"Новомосковский административный округ";"поселение Десеновское";"А873";"Поворот на Пыхчево";"";"да";"ГУП «Мосгортранс»";"активна";"1011810889";"{""coordinates"":[37.3347058,55.48418881],""type"":""Point""}";"";
"1008559";"«Поворот на Пыхчево», Власьевская улица (1008559)";"37.33348565";"55.48394109";"Власьевская улица";"Новомосковский административный округ";"поселение Десеновское";"А873";"Поворот на Пыхчево";"";"да";"ГУП «Мосгортранс»";"активна";"1011810890";"{""coordinates"":[37.33348565,55.48394109],""type"":""Point""}";"";
"1008560";"«Лесное», проезд без названия (1008560)";"37.35430311";"55.48339048";"проезд без названия";"Новомосковский административный округ";"поселение Десеновское";"А873";"Лесное";"";"да";"ГУП «Мосгортранс»";"активна";"1011810891";"{""coordinates"":[37.35430311,55.48339048],""type"":""Point""}";"";
"1008561";"«Лесное», проезд без названия (1008561)";"37.35391835";"55.48304105";"проезд без названия";"Новомосковский административный округ";"поселение Десеновское";"А873";"Лесное";"";"да";"ГУП «Мосгортранс»";"активна";"1011810892";"{""coordinates"":[37.35391835,55.48304105],""type"":""Point""}";"";
"1008562";"«Поворот на Яковлево», проезд без названия (1008562)";"37.38008898";"55.48488591";"проезд без названия";"Новомосковский административный округ";"поселение Десеновское";"А873";"Поворот на Яковлево";"";"да";"ГУП «Мосгортранс»";"активна";"1011810893";"{""coordinates"":[37.38008898,55.48488591],""type"":""Point""}";"";
"1008563";"«Поворот на Яковлево», проезд без названия (1008563)";"37.38146053";"55.48467697";"проезд без названия";"Новомосковский административный округ";"поселение Десеновское";"А873";"Поворот на Яковлево";"";"да";"ГУП «Мосгортранс»";"активна";"1011810894";"{""coordinates"":[37.38146053,55.48467697],""type"":""Point""}";"";
"1008564";"«Яковлевская ул.», проезд без названия (1008564)";"37.40018061";"55.48777178";"проезд без названия";"Новомосковский административный округ";"поселение Десеновское";"А873";"Яковлевская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"1011810895";"{""coordinates"":[37.40018061,55.48777178],""type"":""Point""}";"";
"1008565";"«Садовое товарищество», проезд без названия (1008565)";"37.37348712";"55.48346549";"проезд без названия";"Новомосковский административный округ";"поселение Десеновское";"А873";"Садовое товарищество";"";"да";"ГУП «Мосгортранс»";"активна";"1011810896";"{""coordinates"":[37.37348712,55.48346549],""type"":""Point""}";"";
"1008566";"«Садовое товарищество», проезд без названия (1008566)";"37.37459061";"55.48331451";"проезд без названия";"Новомосковский административный округ";"поселение Десеновское";"А873";"Садовое товарищество";"";"да";"ГУП «Мосгортранс»";"активна";"1011810897";"{""coordinates"":[37.37459061,55.48331451],""type"":""Point""}";"";
"1008575";"«9-я ул. Соколиной Горы, 12», 9-я улица Соколиной Горы (1008575)";"37.74117064";"55.77353814";"9-я улица Соколиной Горы";"Восточный административный округ";"район Соколиная Гора";"А36; А83; А86";"9-я ул. Соколиной Горы, 12";"";"да";"ГУП «Мосгортранс»";"активна";"1011810898";"{""coordinates"":[37.74117064,55.77353814],""type"":""Point""}";"";
"1000841";"«Администрация», Железнодорожная улица (1000841)";"37.56175144";"55.50462569";"Железнодорожная улица";"Новомосковский административный округ";"поселение Щербинка";"А864; А860";"Администрация";"";"да";"ГУП «Мосгортранс»";"активна";"1014906754";"{""coordinates"":[37.56175144,55.50462569],""type"":""Point""}";"";
"1003138";"«Городок Моссовета», Будайский проезд (1003138)";"37.66782078";"55.8361706";"Будайский проезд";"Северо-Восточный административный округ";"район Ростокино";"А496";"Городок Моссовета";"";"нет";"";"активна";"1014906759";"{""coordinates"":[37.66782078,55.8361706],""type"":""Point""}";"";
"1008581";"«Олимпийский просп., 22», Олимпийский проспект (1008581)";"37.62219974";"55.78814759";"Олимпийский проспект";"Центральный административный округ";"Мещанский район";"А38; А24";"Олимпийский просп., 22";"";"да";"ГУП «Мосгортранс»";"активна";"1014906760";"{""coordinates"":[37.62219974,55.78814759],""type"":""Point""}";"";
"1008582";"«Олимпийский просп., 22», Трифоновская улица (1008582)";"37.62349553";"55.78864288";"Трифоновская улица";"Центральный административный округ";"Мещанский район";"А19; А810; А38";"Олимпийский просп., 22";"";"нет";"";"активна";"1014906761";"{""coordinates"":[37.62349553,55.78864288],""type"":""Point""}";"";
"1008599";"«Ул. Молодцова», улица Молодцова (1008599)";"37.65210911";"55.87681005";"улица Молодцова";"Северо-Восточный административный округ";"район Южное Медведково";"А649";"Ул. Молодцова";"";"да";"ГУП «Мосгортранс»";"активна";"1014906762";"{""coordinates"":[37.65210911,55.87681005],""type"":""Point""}";"";
"3381";"«Бутырская ул.», Бутырская улица (3381)";"37.5845766";"55.79604972";"Бутырская улица";"Северо-Восточный административный округ";"Бутырский район";"АТ29; АТ3";"Бутырская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"1015647429";"{""coordinates"":[37.5845766,55.79604972],""type"":""Point""}";"";
"3863";"«5-я ул. Соколиной Горы», проспект Будённого (3863)";"37.73510274";"55.76288725";"проспект Будённого";"Восточный административный округ";"район Соколиная Гора";"Тм12; Тм36; Тм46";"5-я ул. Соколиной Горы";"";"да";"ГУП «Мосгортранс»";"активна";"1015647432";"{""coordinates"":[37.73510274,55.76288725],""type"":""Point""}";"";
"3927";"«9-я ул. Соколиной Горы», проспект Будённого (3927)";"37.72823028";"55.76962871";"проспект Будённого";"Восточный административный округ";"район Соколиная Гора";"Тм12; Тм36; Тм46";"9-я ул. Соколиной Горы";"";"да";"ГУП «Мосгортранс»";"активна";"1015647434";"{""coordinates"":[37.72823028,55.76962871],""type"":""Point""}";"";
"3930";"«Компьютерный центр Буденовский», проспект Будённого (3930)";"37.73995193";"55.7573393";"проспект Будённого";"Восточный административный округ";"район Соколиная Гора";"Тм12; Тм36; Тм46";"Компьютерный центр Буденовский";"";"нет";"";"активна";"1015647435";"{""coordinates"":[37.73995193,55.7573393],""type"":""Point""}";"";
"3941";"«Компьютерный центр Буденовский», проспект Будённого (3941)";"37.73982465";"55.75725649";"проспект Будённого";"Восточный административный округ";"район Соколиная Гора";"Тм12; Тм36; Тм46";"Компьютерный центр Буденовский";"";"нет";"";"активна";"1015647437";"{""coordinates"":[37.73982465,55.75725649],""type"":""Point""}";"";
"3943";"«9-я ул. Соколиной Горы», проспект Будённого (3943)";"37.72849026";"55.77012447";"проспект Будённого";"Восточный административный округ";"район Соколиная Гора";"Тм12; Тм36; Тм46";"9-я ул. Соколиной Горы";"";"да";"ГУП «Мосгортранс»";"активна";"1015647438";"{""coordinates"":[37.72849026,55.77012447],""type"":""Point""}";"";
"4069";"«Стадион Крылья Советов», проспект Будённого (4069)";"37.72531524";"55.77336629";"проспект Будённого";"Восточный административный округ";"район Соколиная Гора";"Тм12; Тм36; Тм46";"Стадион Крылья Советов";"";"нет";"";"активна";"1015647439";"{""coordinates"":[37.72531524,55.77336629],""type"":""Point""}";"";
